,d1,d2,plane_height,pass_height,cloud_height1,cloud_height2,cloud above plane height1,cloud above plane height1,roll,pitch,pixel height,x_target,pass_number,camera,timestamp,cloud_above_plane_height,pixel_height
78,22196.972208788822,1609.6761541561555,4531.347,5041.0493,3808.1236279842506,4478.902657361007,,,-1.0583239,1.9473678,,393,124,191919,2022-07-23 19:19:11,-562.1466590452428,266.0
79,21757.55186833951,2054.422183292773,4544.949,5041.0493,4875.858096212979,4576.1970624082405,,,-0.5220641,1.9473678,,247,124,191919,2022-07-23 19:19:08,-464.8522539980095,340.0
80,18442.29897833668,5443.453593551481,4737.43,5041.0493,4434.302111352294,4647.958399891437,,,-14.174609,1.9473678,,380,124,191919,2022-07-23 19:18:45,-393.0909165148132,291.2801800221205
81,21317.253860081608,2500.2822140190187,4561.332,5041.0493,4045.7474008225904,4500.856238180751,,,0.031285286,1.9473678,,380,124,191919,2022-07-23 19:19:05,-540.1930782254994,279.0
82,2235.071542519509,7937.795282011208,5219.967,5191.106,5251.444564656819,5331.757705406411,,,0.64599556,2.6284435,,380,99,173506,2022-07-23 17:34:50,140.65174837516133,320.0
83,559.517456036654,6276.068899503743,5240.35,5191.106,5302.53762078987,5937.851455369719,,,1.3423005,2.6284435,,351,99,173506,2022-07-23 17:35:02,746.7454983384687,471.0
84,5479.678962238241,11164.983836019614,5186.8193,5191.106,5422.479650404111,5666.987554372017,,,-0.2778896,2.6284435,,380,99,173506,2022-07-23 17:34:27,475.88159734076726,365.0
85,978.3456591408475,6691.539868800851,5238.731,5191.106,5373.246119939273,6158.7524866081885,,,2.5408306,2.6284435,,380,99,173506,2022-07-23 17:34:59,967.6465295769385,512.0
86,3783.880067375623,9474.805086693164,5192.5728,5191.106,5080.477195024028,4911.893447552623,,,-4.1205997,2.6284435,,380,99,173506,2022-07-23 17:34:39,-279.212509478627,252.0
87,280.30105458588775,5999.135609328908,5240.4263,5191.106,5286.894555330758,6234.9097310067,,,0.7714199,2.6284435,,437,99,173506,2022-07-23 17:35:04,1043.80377397545,556.0
